timestamp,symbol,side,quantity,price,fee,realized_pnl,strategy
2024-12-03 16:00:00+00:00,BTC/USDT,buy,0.032011616375350285,93809.69597999999,3.0029999999999997,0.0,MeanReversionV2
2024-12-03 17:00:00+00:00,BTC/USDT,sell,0.032011616375350285,95140.01475,3.045585654122168,39.54006846804608,MeanReversionV2
2024-12-04 22:15:00+00:00,BTC/USDT,sell,0.030714242570371704,97933.39856999999,3.0079501594198734,0.0,MeanReversionV2
2024-12-05 02:45:00+00:00,BTC/USDT,buy,0.030714242570371704,98382.28399999999,3.0217373354031984,-16.80891331872865,MeanReversionV2
2024-12-06 20:15:00+00:00,BTC/USDT,sell,0.029623583968186203,101338.55001,3.0020110454354723,0.0,MeanReversionV2
2024-12-06 23:45:00+00:00,BTC/USDT,buy,0.029623583968186203,100742.09144999999,2.9843418051997683,14.684898430504067,MeanReversionV2
2024-12-09 02:00:00+00:00,BTC/USDT,sell,0.029755047272588254,101008.49040000001,3.005512406784777,0.0,MeanReversionV2
2024-12-09 02:30:00+00:00,BTC/USDT,buy,0.029755047272588254,100144.41436999998,2.979801783665016,22.73082133609613,MeanReversionV2
2024-12-10 18:45:00+00:00,BTC/USDT,buy,0.03186615161505625,94691.47687999999,3.017452958911673,0.0,MeanReversionV2
2024-12-10 21:30:00+00:00,BTC/USDT,sell,0.03186615161505625,95805.9981,3.052968461086391,32.46253371363137,MeanReversionV2
2024-12-11 17:00:00+00:00,BTC/USDT,sell,0.030379761529958135,99416.47401,3.0202487725730807,0.0,MeanReversionV2
2024-12-12 02:00:00+00:00,BTC/USDT,buy,0.030379761529958135,101226.12499999999,3.075225538101733,-58.05199106675378,MeanReversionV2
2024-12-15 14:45:00+00:00,BTC/USDT,sell,0.02910125955494288,103155.17156999999,3.0019454222932347,0.0,MeanReversionV2
2024-12-15 18:00:00+00:00,BTC/USDT,buy,0.02910125955494288,102806.70399999998,2.991804577092184,7.149040623958275,MeanReversionV2
2024-12-16 01:30:00+00:00,BTC/USDT,sell,0.028688286729428178,104683.43178,3.003188306725174,0.0,MeanReversionV2
2024-12-16 05:45:00+00:00,BTC/USDT,buy,0.028688286729428178,104793.97928999999,3.006359725389278,-6.177778389493303,MeanReversionV2
2024-12-29 16:45:00+00:00,BTC/USDT,buy,0.031864227692369025,94351.68742999998,3.006443651428752,0.0,MeanReversionV2
2024-12-29 23:00:00+00:00,BTC/USDT,sell,0.031864227692369025,93764.69145,2.9877394778675272,-21.691913039092118,MeanReversionV2
2024-12-30 17:00:00+00:00,BTC/USDT,buy,0.032606663882834654,91975.88399999999,2.9990267349145894,0.0,MeanReversionV2
2024-12-30 19:45:00+00:00,BTC/USDT,sell,0.032606663882834654,93871.28475,3.0608294300931127,58.741865748430094,MeanReversionV2
2024-12-31 10:30:00+00:00,BTC/USDT,sell,0.03201740788386022,94003.26264,3.009740802358519,0.0,MeanReversionV2
2024-12-31 18:30:00+00:00,BTC/USDT,buy,0.03201740788386022,95052.23727999999,3.0433262512672234,-36.62877515997221,MeanReversionV2
2025-01-14 11:45:00+00:00,BTC/USDT,sell,0.031003843383879882,96693.21,2.997861139124608,0.0,MeanReversionV2
2025-01-14 14:30:00+00:00,BTC/USDT,buy,0.031003843383879882,96265.04887999999,2.984586498817061,10.290053808730125,MeanReversionV2
2025-01-15 16:00:00+00:00,BTC/USDT,sell,0.03034487250288328,98865.02601,3.0000466092676894,0.0,MeanReversionV2
2025-01-15 20:00:00+00:00,BTC/USDT,buy,0.03034487250288328,98744.29564999999,2.9963830618862617,0.667164319541421,MeanReversionV2
2025-01-17 17:15:00+00:00,BTC/USDT,sell,0.028853441825520996,103951.11482999999,2.999347444445458,0.0,MeanReversionV2
2025-01-17 18:15:00+00:00,BTC/USDT,buy,0.028853441825520996,104555.08063,3.016773936520362,-20.443266011424768,MeanReversionV2
2025-01-23 16:45:00+00:00,BTC/USDT,sell,0.028542883360897435,104835.99906,2.9923216931927334,0.0,MeanReversionV2
2025-01-23 21:15:00+00:00,BTC/USDT,buy,0.028542883360897435,105080.38540999999,2.9992971842757785,-9.97478826732084,MeanReversionV2
2025-01-27 01:15:00+00:00,BTC/USDT,buy,0.028944716293867044,103453.01966999998,2.994418304091996,0.0,MeanReversionV2
2025-01-27 11:15:00+00:00,BTC/USDT,sell,0.028944716293867044,99201.14955,2.8713491297502265,-125.94052347152001,MeanReversionV2
2025-02-02 05:30:00+00:00,BTC/USDT,buy,0.02964247973243079,99711.60199,2.9556991410767806,0.0,MeanReversionV2
2025-02-02 08:00:00+00:00,BTC/USDT,sell,0.02964247973243079,100159.27047,2.9689691449220286,10.301034700326294,MeanReversionV2
2025-02-07 16:00:00+00:00,BTC/USDT,sell,0.029899924073649498,98729.18199,2.9519950453545234,0.0,MeanReversionV2
2025-02-07 18:00:00+00:00,BTC/USDT,buy,0.029899924073649498,98382.26397999999,2.941622223195741,7.43119993558609,MeanReversionV2
2025-02-11 16:00:00+00:00,BTC/USDT,buy,0.030540373045374727,96896.32952999999,2.959250050573759,0.0,MeanReversionV2
2025-02-11 23:30:00+00:00,BTC/USDT,sell,0.030540373045374727,95623.68059999999,2.920382877495762,-41.78755595549262,MeanReversionV2
2025-02-21 15:15:00+00:00,BTC/USDT,sell,0.029631131111679997,99217.50318,2.939926845300107,0.0,MeanReversionV2
2025-02-21 16:45:00+00:00,BTC/USDT,buy,0.029631131111679997,98745.34669999998,2.9259363147359974,11.064594249373899,MeanReversionV2
2025-02-23 14:30:00+00:00,BTC/USDT,buy,0.030739632355139265,95910.46464999998,2.9482524223515805,0.0,MeanReversionV2
2025-02-23 20:15:00+00:00,BTC/USDT,sell,0.030739632355139265,95559.36498,2.93745974757577,-13.730134523385917,MeanReversionV2
2025-03-05 12:30:00+00:00,BTC/USDT,sell,0.03281148666387191,89522.40798,2.9373632955534705,0.0,MeanReversionV2
2025-03-05 15:45:00+00:00,BTC/USDT,buy,0.03281148666387191,89209.12,2.9270838511757487,7.352360526545892,MeanReversionV2
2025-03-09 12:30:00+00:00,BTC/USDT,buy,0.03450185430825616,85345.26,2.944569726420242,0.0,MeanReversionV2
2025-03-09 22:15:00+00:00,BTC/USDT,sell,0.03450185430825616,83092.10472,2.8668316912158045,-80.60486689565364,MeanReversionV2
2025-03-14 17:30:00+00:00,BTC/USDT,sell,0.034335598707734505,84857.89716,2.913646704067963,0.0,MeanReversionV2
2025-03-14 22:00:00+00:00,BTC/USDT,buy,0.034335598707734505,84638.55399999999,2.9061154253469166,4.625163295699624,MeanReversionV2
2025-03-16 04:15:00+00:00,BTC/USDT,buy,0.034806308907863404,83892.65884999999,2.9199937990351006,0.0,MeanReversionV2
2025-03-16 05:45:00+00:00,BTC/USDT,sell,0.034806308907863404,84146.84892,2.9288412171328324,5.918576880598989,MeanReversionV2
2025-03-16 13:30:00+00:00,BTC/USDT,buy,0.035216425243566246,82941.24839,2.9208942735344943,0.0,MeanReversionV2
2025-03-16 17:00:00+00:00,BTC/USDT,sell,0.035216425243566246,83289.77685,2.9331681999913393,9.340758256853977,MeanReversionV2
2025-03-18 08:45:00+00:00,BTC/USDT,buy,0.035470514590315846,82401.45913999999,2.922822158688685,0.0,MeanReversionV2
2025-03-18 09:30:00+00:00,BTC/USDT,sell,0.035470514590315846,83056.86998999999,2.9460699188062613,20.301690198770057,MeanReversionV2
2025-03-18 15:45:00+00:00,BTC/USDT,buy,0.03593290427883464,81486.34494,2.9280410327611213,0.0,MeanReversionV2
2025-03-18 18:30:00+00:00,BTC/USDT,sell,0.03593290427883464,82030.23765000001,2.947584677447508,16.596060008938984,MeanReversionV2
2025-03-19 17:45:00+00:00,BTC/USDT,sell,0.034582059889451004,84618.64665000001,2.926287106214593,0.0,MeanReversionV2
2025-03-19 19:45:00+00:00,BTC/USDT,buy,0.034582059889451004,84067.48349999999,2.9072267491524335,16.153130313006802,MeanReversionV2
2025-03-23 13:15:00+00:00,BTC/USDT,sell,0.03463205869273989,84610.94436,2.930251191123669,0.0,MeanReversionV2
2025-03-23 19:45:00+00:00,BTC/USDT,buy,0.03463205869273989,85036.33137999999,2.9449832193674386,-17.67701146313697,MeanReversionV2
2025-03-24 02:30:00+00:00,BTC/USDT,sell,0.03387315706153985,86324.25933,2.924075194506187,0.0,MeanReversionV2
2025-03-24 04:00:00+00:00,BTC/USDT,buy,0.03387315706153985,85648.59302999999,2.9011882438050973,19.9857624572848,MeanReversionV2
2025-03-27 15:45:00+00:00,BTC/USDT,buy,0.03408649968474451,86106.01999999999,2.9350528235846043,0.0,MeanReversionV2
2025-03-27 16:45:00+00:00,BTC/USDT,sell,0.03408649968474451,86968.65429,2.9644570070387397,26.43972644709662,MeanReversionV2
2025-04-03 15:45:00+00:00,BTC/USDT,buy,0.03576156795825543,82270.19801,2.942111277073745,0.0,MeanReversionV2
2025-04-03 19:15:00+00:00,BTC/USDT,sell,0.03576156795825543,82067.21064,2.9348521304468234,-10.193998757368934,MeanReversionV2
2025-04-05 16:45:00+00:00,BTC/USDT,buy,0.03550973654648076,82742.55989999998,2.938166503230402,0.0,MeanReversionV2
2025-04-05 20:30:00+00:00,BTC/USDT,sell,0.03550973654648076,82816.39070999999,2.9407882158425163,-0.31907560372874144,MeanReversionV2
2025-04-06 20:45:00+00:00,BTC/USDT,buy,0.036172667731613616,81199.10798999999,2.937188353425682,0.0,MeanReversionV2
2025-04-07 04:15:00+00:00,BTC/USDT,sell,0.036172667731613616,78781.14,2.8497240007377345,-90.314076688685,MeanReversionV2
2025-04-12 17:30:00+00:00,BTC/USDT,sell,0.03423770302611444,84800.44467,2.903372441093909,0.0,MeanReversionV2
2025-04-12 20:15:00+00:00,BTC/USDT,buy,0.03423770302611444,84512.45803,2.8935124400381,6.966488615770526,MeanReversionV2
2025-04-16 03:15:00+00:00,BTC/USDT,buy,0.034897904847723496,83397.70438999998,2.9104051523207914,0.0,MeanReversionV2
2025-04-16 05:15:00+00:00,BTC/USDT,sell,0.034897904847723496,83720.20598999999,2.9216597824708304,8.332970367567867,MeanReversionV2
2025-04-20 10:30:00+00:00,BTC/USDT,buy,0.03432638124123676,84833.68894,2.9120335486549305,0.0,MeanReversionV2
2025-04-20 16:45:00+00:00,BTC/USDT,sell,0.03432638124123676,84320.42517,2.8944150608085963,-20.51290290714273,MeanReversionV2
2025-04-21 03:30:00+00:00,BTC/USDT,sell,0.0336604342038664,86130.64314,2.899194846350667,0.0,MeanReversionV2
2025-04-21 12:30:00+00:00,BTC/USDT,buy,0.0336604342038664,87423.41608,2.9427101448380752,-46.45800863224684,MeanReversionV2
2025-04-30 17:00:00+00:00,BTC/USDT,buy,0.031035254340472794,93125.61257999999,2.8901770720326327,0.0,MeanReversionV2
2025-04-30 20:30:00+00:00,BTC/USDT,sell,0.031035254340472794,93942.58338,2.9155319685993724,22.43936459814047,MeanReversionV2
2025-05-01 13:15:00+00:00,BTC/USDT,sell,0.03022121140481343,95636.84742,2.890261383969706,0.0,MeanReversionV2
2025-05-01 17:00:00+00:00,BTC/USDT,buy,0.03022121140481343,95905.32952,2.898375238272214,-11.012229540780288,MeanReversionV2
2025-05-05 02:30:00+00:00,BTC/USDT,buy,0.030593770179990536,94524.89046,2.8918727750220197,0.0,MeanReversionV2
2025-05-05 07:30:00+00:00,BTC/USDT,sell,0.030593770179990536,94231.50417,2.8828969822918,-11.858689712511701,MeanReversionV2
2025-05-18 16:45:00+00:00,BTC/USDT,sell,0.02761400174693212,104355.54,2.8816740638620444,0.0,MeanReversionV2
2025-05-18 21:00:00+00:00,BTC/USDT,buy,0.02761400174693212,104941.49665999999,2.897854672094911,-19.078462904961317,MeanReversionV2
2025-05-26 02:00:00+00:00,BTC/USDT,sell,0.026363252707128675,109056.82401000001,2.875092610812488,0.0,MeanReversionV2
2025-05-26 08:15:00+00:00,BTC/USDT,buy,0.026363252707128675,109546.25682,2.887995651665678,-15.791036504855347,MeanReversionV2
2025-05-29 17:30:00+00:00,BTC/USDT,buy,0.02683315846381295,107152.61557,2.8752431134018406,0.0,MeanReversionV2
2025-05-30 00:15:00+00:00,BTC/USDT,sell,0.02683315846381295,106236.81684,2.850669340958792,-27.424441784007307,MeanReversionV2
2025-06-05 16:00:00+00:00,BTC/USDT,sell,0.027101672293978956,105543.9504,2.860417556352769,0.0,MeanReversionV2
2025-06-05 17:00:00+00:00,BTC/USDT,buy,0.027101672293978956,104631.52699999999,2.835689356372611,21.892510623785853,MeanReversionV2
2025-06-08 13:15:00+00:00,BTC/USDT,buy,0.027323458491920926,105106.00099999999,2.871859455575299,0.0,MeanReversionV2
2025-06-08 13:45:00+00:00,BTC/USDT,sell,0.027323458491920926,105330.64392,2.8779974770754233,3.260024023048844,MeanReversionV2
2025-06-09 12:45:00+00:00,BTC/USDT,sell,0.02691217694027015,106503.38001000001,2.866237807565951,0.0,MeanReversionV2
2025-06-09 17:00:00+00:00,BTC/USDT,buy,0.02691217694027015,107133.50647999998,2.883195882621338,-19.84127093800846,MeanReversionV2
2025-06-10 00:30:00+00:00,BTC/USDT,sell,0.02590990961845529,110360.56895999999,2.859432367194902,0.0,MeanReversionV2
2025-06-10 04:15:00+00:00,BTC/USDT,buy,0.02590990961845529,109874.02425999998,2.8468260379925634,9.759503164346219,MeanReversionV2
2025-06-13 03:15:00+00:00,BTC/USDT,buy,0.027455199117787217,104433.00867999998,2.8672290477790003,0.0,MeanReversionV2
2025-06-13 07:00:00+00:00,BTC/USDT,sell,0.027455199117787217,104172.94278,2.8600888867107543,-10.000249954956933,MeanReversionV2
2025-06-15 09:00:00+00:00,BTC/USDT,sell,0.026967077584978065,105967.87604999999,2.857643934955689,0.0,MeanReversionV2
2025-06-15 09:30:00+00:00,BTC/USDT,buy,0.026967077584978065,105655.54999999999,2.849221414133529,5.573299408026298,MeanReversionV2
2025-06-16 22:15:00+00:00,BTC/USDT,sell,0.026344510158050397,108502.97841,2.858457816900968,0.0,MeanReversionV2
2025-06-17 01:45:00+00:00,BTC/USDT,buy,0.026344510158050397,107564.87741999999,2.8337440058406353,21.880067054491665,MeanReversionV2
2025-06-17 18:30:00+00:00,BTC/USDT,buy,0.02748871691551817,104402.56826999999,2.8698926444270896,0.0,MeanReversionV2
2025-06-17 22:00:00+00:00,BTC/USDT,sell,0.02748871691551817,104310.42516,2.867359748560584,-5.40025561506576,MeanReversionV2
2025-06-20 10:45:00+00:00,BTC/USDT,sell,0.027160242218092392,105362.83170000001,2.8616800297561036,0.0,MeanReversionV2
2025-06-20 15:30:00+00:00,BTC/USDT,buy,0.027160242218092392,106047.73178999998,2.8802820820956962,-21.482334421688066,MeanReversionV2
2025-06-29 11:45:00+00:00,BTC/USDT,sell,0.026533204284653,107577.8145,2.8543841286250053,0.0,MeanReversionV2
2025-06-29 17:00:00+00:00,BTC/USDT,buy,0.026533204284653,108159.58152999998,2.869820272078071,-18.305963725143606,MeanReversionV2
2025-06-30 18:00:00+00:00,BTC/USDT,buy,0.026692927388763478,106910.12332,2.853744158904509,0.0,MeanReversionV2
2025-06-30 19:00:00+00:00,BTC/USDT,sell,0.026692927388763478,107472.88953,2.8687660364848884,12.153111543894774,MeanReversionV2
2025-07-02 19:15:00+00:00,BTC/USDT,sell,0.026080079450301438,109310.60997,2.8508293927785124,0.0,MeanReversionV2
